inn;region;okved;okved_group
3851020433;irkutsk;46.90;46
9406012839;luhansk;86.23;86
2222901970;altai terr.;70.22;70
8911015493;yamal-nenets ao;62.02;62
3019021056;astrakhan;42.11;42
9204572860;sevastopol;45.31;45
9703110275;moscow city;46.51;46
7806103195;sankt-petersburg;68.20.20;68
2807032822;amur;43.21;43
7842225030;sankt-petersburg;45.11;45
7206032062;tyumen;01.41;01
3334024101;vladimir;62.01;62
5248046458;nizhni novgorod;43.31;43
5206024942;nizhni novgorod;49.30;49
0814136314;kalmykia;70.22;70
1828006130;udmurtia;52.21.24;52
5256192981;nizhni novgorod;27.90;27
4345382975;kirov;93.11;93
6450061773;saratov;47.59;47
5501263465;omsk;31.09;31
9705108828;moscow reg.;93.13;93
0554000213;dagestan;68.32.10;68
2902088504;arkhangelsk;71.12;71
2721248280;khabarovsk;93.29;93
4626006292;kursk;70.10.10;70
5321144356;novgorod;68.32.10;68
7415106141;chelyabinsk;01.11;01
9724108171;moscow city;41.20;41
3015112859;astrakhan;71.20;71
1400020941;yakutia;52.21;52
3303035833;vladimir;56.10.10;56
4345124847;kirov;46.40;46
4307019087;kirov;56.10;56
6027198246;pskov;49.41;49
4027126248;kaluga;46.69;46
6500002448;sakhalin;43.11;43
5040147055;moscow reg.;86.23;86
5753075036;oryol;86.23;86
6685105595;sverdlovsk;41.20;41
6025025671;pskov;10.20;10
7604344649;yaroslavl;49.41;49
6658521229;sverdlovsk;94.99;94
0700005163;kabardino-balkaria;62.01;62
1840072771;udmurtia;25.61;25
2129015448;chuvashia;73.11;73
6800011027;tambov;47.73;47
7709677645;moscow city;77.12;77
1512006230;north ossetia;45.20;45
7100048922;tula;85.42;85
5404400606;novosibirsk;52.29;52
7325900769;ulyanovsk;52.21.24;52
9500014135;kherson;46.46;46
3442111680;volgograd;69.20.10;69
2901261530;arkhangelsk;68.20.20;68
4720030768;leningrad;46.47.30;46
2723180951;khabarovsk;46.73.40;46
3123473108;belgorod;46.73.30;46
9200014617;sevastopol;41.20;41
8905039792;yamal-nenets ao;43.21;43
1102084604;komi;69.10;69
2801210500;amur;70.22;70
6234122862;ryazan;71.12.13;71
0920000026;karachaevo-chercessia;69.10;69
7707553267;moscow city;68.20;68
9715403477;moscow city;41.20;41
2366041443;krasnodar;68.32.10;68
9402008327;luhansk;71.20;71
4345277434;kirov;46.10;46
6800008426;tambov;86.22;86
0268100104;bashkortostan;86.22.10;86
1218003298;marij el;52.29;52
4712028148;leningrad;43.12.30;43
7706539904;moscow city;69.20;69
2903012561;arkhangelsk;47.71.10;47
3443123279;volgograd;70.22;70
4431001165;kostroma;01.10;01
2462072758;krasnoyarsk;43.29;43
4501147467;kurgan;71.20;71
7715880081;moscow city;33.14;33
3528283828;vologda;73.11;73
5001123413;leningrad;94.99;94
2122002827;chuvashia;68.32.10;68
1674001274;tatarstan;71.12.70;71
2511120622;primorsky terr.;46.90;46
4029042113;kaluga;71.10;71
0603009892;ingushetia;47.61;47
7801634058;sankt-petersburg;56.10;56
2536282174;primorsky terr.;47.91.20;47
3328102111;vladimir;68.32.10;68
7456052897;chelyabinsk;93.12;93
3805736254;irkutsk;02.20;02
9728110936;moscow city;73.11;73
5507198597;omsk;69.20;69
0901022289;karachaevo-chercessia;56.10;56
6027206585;pskov;49.41;49
5038054117;moscow reg.;46.40;46
3524016476;vologda;01.47;01
7807316485;sankt-petersburg;86.90.90;86
5904370822;perm;71.20;71
4632186597;kursk;62.09;62
0800017719;kalmykia;41.20;41
0105076720;adygeya;94.99;94
4205246436;kemerovo;56.10;56
5258071630;nizhni novgorod;68.20;68
5404315157;novosibirsk;15.20;15
6000007173;pskov;93.19;93
7508006245;zabaikalsk terr.;47.25;47
5501272068;omsk;45.11.30;45
0411173560;altai rep.;94.20;94
6950231656;tver;70.22;70
4703131438;leningrad;47.73;47
9001019530;zaporizhzhia;68.10;68
5104000029;murmansk;86;86
3257063706;bryansk;71.12;71
3461066351;volgograd;01.13.60;01
6800003675;tambov;62.01;62
3525266013;vologda;70.22;70
2706999370;khabarovsk;01.70;01
0600015288;ingushetia;01.41;01
5505218618;omsk;25.11;25
0601030786;ingushetia;93.11;93
3900016753;kaliningrad;30.11;30
9717115594;moscow city;46.71.20;46
4706041687;leningrad;49.41;49
1901102850;khakasia;43.12;43
1207001740;marij el;01.19;01
5032311382;moscow reg.;46.31;46
3128142283;belgorod;46.21.13;46
6714050287;smolensk;49.41;49
2723191181;khabarovsk;46.39;46
8905063386;yamal-nenets ao;71.20.40;71
9201519917;sevastopol;94.12;94
3257034293;bryansk;70.22;70
5501268128;omsk;43.99;43
5507147909;tambov;73.11;73
7453300372;chelyabinsk;46.72;46
5410015049;novosibirsk;77.40;77
4632033640;kursk;42.99;42
7901541262;jewish ao;46.73.60;46
3629000748;voronezh;01.11.10;01
0608006905;ingushetia;43.21;43
3908032757;kaliningrad;71.12.40;71
7017463560;tomsk;47.19;47
7725383515;moscow city;73.11;73
5313990010;novgorod;93.10;93
3254000440;bryansk;42.99;42
1000015143;karelia;70.22;70
4706048273;leningrad;94.99;94
5259138365;nizhni novgorod;46.71.20;46
4632287860;kursk;94.99;94
9403017973;luhansk;52.21;52
8602268578;khanty-mansijsk;86.10;86
7014017769;tomsk;68.32.20;68
1831200160;udmurtia;47.11;47
4406008287;kostroma;47.73;47
2635261182;stavropol;86.22.10;86
3702268413;ivanovo;49.41;49
1655467013;tatarstan;49.41;49
6318184079;samara;47.50;47
7203515791;tyumen;47.78.90;47
6166098626;rostov;46.73;46
6672258403;moscow city;63.11.10;63
3900009562;kaliningrad;42.99;42
7224053347;tyumen;68.20;68
0917025736;karachaevo-chercessia;69.10;69
9110011442;crimea;52.21.24;52
6686025938;sverdlovsk;46.90;46
1901125448;khakasia;25.12;25
2902051825;arkhangelsk;56.30;56
2100012194;chuvashia;49.41;49
7734447476;moscow city;46.72;46
9725120358;moscow city;47.11;47
0264076274;bashkortostan;25.61;25
9721201905;moscow city;43.21;43
7732505228;moscow city;46.62;46
2724224986;khabarovsk;43.12;43
5261136252;nizhni novgorod;56.30;56
5905071511;perm;47.91;47
5405030108;novosibirsk;41.20;41
2014011285;chechnya;56.10;56
2902090609;arkhangelsk;42.11;42
1701003971;tuva;49.41.10;49
2222892500;altai terr.;80.20;80
6200001757;ryazan;49.41;49
6015005468;pskov;49.31.20;49
7725168483;moscow city;64.99;64
6659078360;sverdlovsk;93.21;93
5113001205;murmansk;86;86
6317050682;samara;68.32.10;68
3528337826;vologda;41.20;41
4401191550;kostroma;62.09;62
6731055743;smolensk;68.20.20;68
6501289874;sakhalin;42.99;42
3528051016;vologda;68.20.20;68
7017336523;tomsk;62.01;62
4003035552;kaluga;69.20;69
6501165999;sakhalin;47.78.90;47
7727496881;moscow city;47.52.70;47
7733235454;moscow city;46.73;46
9726039050;moscow city;43.21;43
3528094355;vologda;68.32.10;68
3834014782;irkutsk;02.20;02
4345209628;kirov;73.11;73
3702001480;ivanovo;73.11;73
7603057592;yaroslavl;52.29;52
9709034180;moscow city;25.11;25
6901027400;tver;68.32;68
0814012492;kalmykia;70.22;70
7104519523;tula;86.23;86
5038174069;moscow reg.;52.10;52
0273937593;bashkortostan;73.11;73
6021006903;pskov;41.20;41
4706083609;leningrad;68.32;68
2983001851;nenets ao;41.20;41
4253044535;kemerovo;15.20;15
2628040954;stavropol;43.30;43
6200008745;ryazan;70.22;70
2309179766;krasnodar;69.10;69
1840019457;udmurtia;74.10;74
1660365401;tatarstan;46.74;46
3123465442;belgorod;93.19;93
6234194031;ryazan;42.21;42
0411172366;altai rep.;41.20;41
7203186314;tyumen;25.12;25
5321185722;novgorod;25.11;25
6829010869;tambov;11.07.20;11
5448952812;novosibirsk;46.32;46
3849036612;irkutsk;47.52;47
2901203024;arkhangelsk;46.70;46
3443151371;volgograd;41.20;41
3810033722;irkutsk;35.30.14;35
4401112291;kostroma;70.22;70
2723107373;khabarovsk;56.10;56
3702235224;ivanovo;45.31;45
6501200403;sakhalin;45.31.10;45
3922502718;kaliningrad;01.45.10;01
5310018575;novgorod;73.11;73
7801202072;sankt-petersburg;47.52.73;47
5260464170;nizhni novgorod;41.20;41
3257020170;bryansk;42.21;42
6670382500;sverdlovsk;46.40;46
5262123506;nizhni novgorod;68.10;68
8709907474;chukotka;01.70;01
0572013021;dagestan;62.09;62
2013800495;chechnya;62.01;62
2804020787;amur;93.12;93
7002012068;tomsk;49.40;49
5315005805;novgorod;46.90;46
7446042554;chelyabinsk;70.22;70
0917035660;karachaevo-chercessia;52.21.22;52
3700016474;ivanovo;86.22.10;86
2348039956;krasnodar;01.11;01
1216023919;marij el;46.69.90;46
7718531723;moscow city;43.32;43
6162087609;rostov;52.29;52
5981012324;perm;16.10;16
0572001724;dagestan;52.29;52
7816466328;sankt-petersburg;69.20;69
9704177473;moscow city;46.90;46
1215186438;marij el;58.11;58
5753074900;oryol;28.30.30;28
2365031266;krasnodar;25.11;25
3663166327;voronezh;94.99;94
7325133430;ulyanovsk;62.09;62
0721000180;kabardino-balkaria;68.20.20;68
4253047920;kemerovo;73.11;73
7724180671;moscow city;68.32.10;68
3328433226;vladimir;45.20;45
1400022459;yakutia;71.12;71
7714461553;moscow city;86.23;86
8619008465;khanty-mansijsk;52.29;52
2539048285;primorsky terr.;46.72.20;46
3311014386;vladimir;68.20.20;68
7816470525;sankt-petersburg;28.99;28
0502007190;dagestan;43.39;43
2463200716;krasnoyarsk;68.20.20;68
9722073318;moscow city;41.20;41
6311157492;samara;43.12.30;43
6829157830;tambov;49.41;49
2005012571;chechnya;73.11;73
1328011936;mordovia;52.29;52
1326204548;mordovia;71.12;71
3851025287;irkutsk;23.63;23
7453129527;chelyabinsk;42.21;42
5031143368;moscow reg.;81.22;81
2460122918;krasnoyarsk;43.22;43
5812009493;penza;49.41;49
7714892172;moscow city;43.22;43
9311011749;donetsk;56.10;56
5834033771;penza;70.22;70
6726022830;smolensk;70.10.10;70
7839502565;sankt-petersburg;69.20;69
3327106018;vladimir;70.22;70
1109016610;komi;45.31;45
3663080341;voronezh;45.31.10;45
3460074991;volgograd;73.11;73
2703053867;khabarovsk;42.11;42
6612059107;sverdlovsk;46.71;46
6828008320;tambov;25.11;25
3528212369;vologda;52.29;52
5005074037;moscow reg.;49.41;49
8609321090;khanty-mansijsk;94.99;94
7604134031;yaroslavl;86.23;86
6950269882;tver;25.62;25
1685001879;tatarstan;49.41;49
4029055056;kaluga;56.10.10;56
3257055631;bryansk;94.99;94
2334015930;krasnodar;25.12;25
0814030220;kalmykia;68.20.20;68
7900005780;jewish ao;01.11;01
8603151533;khanty-mansijsk;68.32.10;68
2466063240;krasnoyarsk;94.99;94
8202001001;kamchatka;01.49.40;01
5262351164;nizhni novgorod;73.11;73
9715330437;moscow city;41.20;41
9703113854;moscow city;46.73;46
8602312989;khanty-mansijsk;43.99.90;43
2224007334;altai terr.;62.01;62
2532010878;primorsky terr.;47.74;47
5042163398;moscow reg.;31.09;31
5612171996;orenburg;68.32.20;68
3518010042;vologda;68.32;68
2224165845;altai terr.;73.11;73
4345240963;kirov;69.10;69
3812532413;irkutsk;47.11.20;47
2707009308;khabarovsk;49.31.20;49
1516615634;north ossetia;45.20.10;45
6950254808;tver;73.11;73
7720471165;moscow city;59.12;59
5075023830;moscow reg.;01.13.30;01
7814455539;sankt-petersburg;86.23;86
5261013740;nizhni novgorod;68.32.10;68
8709013910;chukotka;47.52.70;47
2703045545;sverdlovsk;41.20;41
1646048351;tatarstan;70.22;70
5904292620;perm;46.66;46
0276955294;bashkortostan;49.42;49
3528231570;vologda;46.62.20;46
8602315370;khanty-mansijsk;71.12.20;71
7751238271;moscow city;69.10;69
7723769827;moscow city;43.39;43
5020092383;moscow reg.;46.49;46
1903024318;khakasia;52.29;52
6324006758;samara;68.32.10;68
1435327772;yakutia;73.20;73
9203547645;sevastopol;68.32;68
5102007692;murmansk;49.41;49
4818009233;lipetzk;23.61;23
3604082474;voronezh;68.20.20;68
7901547578;jewish ao;68.32.10;68
8605033341;khanty-mansijsk;56.29;56
5050155986;moscow reg.;93.19;93
4028063576;kaluga;25.62;25
7733357830;moscow city;41.20;41
2465362430;krasnoyarsk;27.40;27
1652008928;tatarstan;47.19;47
7415074010;chelyabinsk;47.73;47
2014018795;chechnya;68.20;68
0515016347;dagestan;94.99;94
3123420603;belgorod;73.11;73
7802859720;sankt-petersburg;41.20;41
5904243398;perm;68.32.10;68
7708768748;moscow city;71.10;71
7604111193;yaroslavl;46.69;46
4401023203;kostroma;25.61;25
3255503599;bryansk;49.40;49
0725025637;kabardino-balkaria;49.20.90;49
3436101203;volgograd;52.21.24;52
7500011451;zabaikalsk terr.;25.11;25
7714996968;moscow city;68.32;68
1513039534;north ossetia;46.14;46
6230078370;ryazan;45.10;45
6670328214;tyumen;58.13;58
3444162986;volgograd;70.22;70
2311132606;krasnodar;68.32;68
7801320037;sankt-petersburg;62.01;62
2536318960;primorsky terr.;42.21;42
7009004041;tomsk;86.10;86
1512009304;north ossetia;01.11.10;01
5190195629;murmansk;46.69;46
7449146914;chelyabinsk;43.21;43
8904091327;yamal-nenets ao;93.12;93
6923002343;tver;01.11.10;01
4025437640;kaluga;69.10;69
5406791634;novosibirsk;01.11.10;01
7731341552;moscow city;70.22;70
5403364553;novosibirsk;25.50.10;25
4345519274;kirov;62.01;62
6452105338;saratov;01.11;01
4620000150;kursk;25.99.23;25
1001191896;karelia;62.01;62
7411023832;chelyabinsk;46.39.10;46
7203420050;tyumen;93.12;93
2454030602;krasnoyarsk;49.41;49
6660089422;sverdlovsk;52.21.24;52
7717647500;moscow city;69;69
9310015638;donetsk;56.10;56
0272924351;bashkortostan;70.10;70
9410009035;luhansk;46.90;46
2511126215;primorsky terr.;52.21;52
6904007378;tver;62.01;62
2116830607;chuvashia;94.20;94
6670006898;sverdlovsk;68.20;68
2466210261;krasnoyarsk;52.29;52
7610077374;yaroslavl;43.30;43
6231058376;ryazan;94.99;94
6229100045;ryazan;43.39;43
7805669904;sankt-petersburg;23.63;23
7224085532;tyumen;52.23.13;52
9721124591;moscow city;41.20;41
2318006047;krasnodar;47.10;47
1400036067;yakutia;25.62;25
7735206956;moscow city;73.12;73
1514000593;north ossetia;01.43.10;01
4826143225;lipetzk;41.20;41
9725030425;moscow city;94.12;94
8700001639;chukotka;94.99;94
2801176169;amur;47.50;47
2636802437;stavropol;49.40;49
5614082942;orenburg;01.49.10;01
4401160859;kostroma;42.21;42
6623116928;sverdlovsk;69.10;69
5405032793;novosibirsk;62.01;62
1415007943;yakutia;01.41;01
7203470639;tyumen;56.10;56
4028073327;kaluga;46.23;46
7100034817;tula;41.20;41
7718672410;moscow city;28.29;28
5075370350;moscow reg.;68.32.10;68
5024167618;moscow city;46.90;46
3702707251;ivanovo;42.99;42
3804018814;irkutsk;52.21.24;52
0600003941;ingushetia;86.21;86
3250501830;bryansk;71.12.41;71
1017900202;karelia;94.99;94
2130228867;chuvashia;43.99;43
7726477332;belgorod;69.10;69
5607141033;orenburg;73.11;73
4100050330;kamchatka;42.11;42
3849097340;irkutsk;47.91;47
5190914697;murmansk;70.22;70
5501285099;omsk;86.21;86
4501144138;kurgan;73.11;73
6829054961;tambov;86.23;86
3019001839;astrakhan;42.11;42
1659075257;tatarstan;41.20;41
1900008519;khakasia;49.42;49
3257047694;bryansk;25.62;25
5074085576;moscow reg.;70.22;70
4502029233;kurgan;49.20;49
7130027694;tula;01.10;01
3435314583;volgograd;25.62;25
5042131318;moscow reg.;68.20;68
7411023303;chelyabinsk;86.23;86
5214013969;nizhni novgorod;69.20;69
3435128650;volgograd;62.01;62
6439088725;saratov;68.32;68
1101157345;komi;71.20.50;71
6732119679;smolensk;46.73;46
4811006970;lipetzk;01.11;01
3906363150;kaliningrad;73.11;73
6312202959;samara;42.11;42
2455028405;krasnoyarsk;42.21;42
6732113388;smolensk;94.99;94
2801258848;amur;43.22;43
4345439290;kirov;46.69;46
5257200787;nizhni novgorod;62.01;62
7840110202;sankt-petersburg;62.01;62
5018205664;moscow reg.;93.11;93
6672315549;sverdlovsk;73.10;73
6317153945;samara;71.20.90;71
6318064166;samara;46.69;46
1500008031;north ossetia;42.11;42
6829158336;tambov;25.11;25
7713445830;moscow city;46.69;46
2015010848;chechnya;62.01;62
1215148513;marij el;62.01;62
4101168127;kamchatka;41.20;41
3123140885;belgorod;68.32.10;68
9704009253;moscow city;52.21.10;52
8602266299;khanty-mansijsk;73.20;73
3257016400;bryansk;62.09;62
3234033381;bryansk;94.90;94
3906145427;kaliningrad;52.29;52
3665828590;voronezh;86.21;86
2460068227;krasnodar;62.09;62
7743717760;moscow city;46.73;46
7707466279;tambov;62.01;62
7724403744;moscow city;73.11;73
2005504615;chechnya;01.10;01
7814779251;sankt-petersburg;62.01;62
6449108561;saratov;93.29;93
7751324467;moscow city;93.29;93
5321183700;novgorod;49.41;49
3907023608;kaliningrad;46.71;46
3917056747;kaliningrad;56.10;56
6824005713;tambov;41.20;41
1903025791;khakasia;52.10.30;52
1510008633;north ossetia;52.21.24;52
6441021478;saratov;41.20;41
7804699832;sankt-petersburg;14.13;14
6312096549;samara;43.33;43
2635120304;stavropol;80.10;80
1326248753;mordovia;49.41;49
8601031914;khanty-mansijsk;94.20;94
3512000023;vologda;47.29.20;47
0400001880;altai rep.;69.10;69
1660349657;tatarstan;47.25;47
3811166490;irkutsk;43.21;43
5321185793;novgorod;42.99;42
2703057974;khabarovsk;41.20;41
5261094490;nizhni novgorod;46.73;46
5905221870;perm;52.20;52
0725019841;kabardino-balkaria;46.12;46
6663016817;sverdlovsk;71.20;71
2804016533;altai terr.;41.20;41
2129028486;chuvashia;43.21;43
7704834291;moscow city;68.32;68
1435291452;yakutia;69.10;69
7100036606;tula;71.11;71
6501264260;sakhalin;69.10;69
0608041498;ingushetia;68.32.10;68
1513005119;north ossetia;41.20;41
0326482381;buryatia;43.29;43
4100048910;kamchatka;71.12;71
1840013367;udmurtia;42.21;42
0100005877;adygeya;93.19;93
0306217843;buryatia;73.20;73
5248046786;nizhni novgorod;94.99;94
0900002635;karachaevo-chercessia;86.90.40;86
3729019936;ivanovo;73.11;73
7456028929;chelyabinsk;25.99;25
1215105573;marij el;73.11;73
7727452210;moscow city;63.99.10;63
7805568039;sankt-petersburg;63.12;63
3811156685;irkutsk;70.22;70
4826132142;lipetzk;69.10;69
9723114006;moscow city;47.91.20;47
6154070665;rostov;35.30;35
3301031128;vladimir;62.01;62
5405042914;novosibirsk;46.90;46
7606109249;yaroslavl;73.11;73
6163090202;rostov;86.21;86
7536124931;zabaikalsk terr.;68.20;68
2508118648;primorsky terr.;41.20;41
1400009730;yakutia;86.90.40;86
5809261693;penza;73.11;73
1102084932;komi;56.10;56
6450103543;saratov;94.99;94
0400010162;altai rep.;47.52;47
7710157425;moscow city;68.32.10;68
1200004068;marij el;41.20;41
6133002706;rostov;45.30;45
8602312611;khanty-mansijsk;42.22;42
2129050315;chuvashia;86.23;86
9704030760;moscow city;56.10;56
2463107989;krasnoyarsk;43.21;43
5752202644;oryol;43.21;43
1102085904;komi;42.11;42
2902031480;arkhangelsk;94.20;94
0400018010;altai rep.;42.11;42
5028036775;moscow reg.;71.12;71
0917041008;karachaevo-chercessia;41.20;41
9705065324;moscow city;52.29;52
2464255034;krasnoyarsk;47.52.20;47
4502018506;kurgan;01.61;01
5040185879;moscow reg.;68.31;68
5433977109;novosibirsk;93.12;93
7325068928;ulyanovsk;86.23;86
3512000256;vologda;47.11.20;47
8604060871;khanty-mansijsk;46.69;46
1841105050;udmurtia;41.20;41
5257097138;nizhni novgorod;52.21.24;52
4332007007;kirov;01.11;01
5406604267;novosibirsk;43.99;43
5190071302;murmansk;45.31;45
4800004080;lipetzk;73.11;73
2309177046;krasnodar;70.22;70
2511082649;primorsky terr.;25.10;25
3702241387;ivanovo;46.74;46
8901036737;yamal-nenets ao;46.13.20;46
6318233142;samara;46.73;46
7730185815;moscow city;94.99;94
6686137945;sverdlovsk;71.12;71
0321004529;buryatia;47.10;47
5904412208;perm;56.10;56
0326567998;buryatia;43.11;43
4705069425;leningrad;49.40;49
4800006288;lipetzk;46.90;46
4824095424;lipetzk;68.20.20;68
7802922309;sankt-petersburg;43.99;43
4312157685;kirov;43.39;43
7328037597;ulyanovsk;46.41.10;46
3257035392;bryansk;52.21.24;52
7100031439;tula;42.11;42
1417009791;yakutia;94.99;94
2348017663;krasnodar;01.13.30;01
4345282716;kirov;46.19;46
2221049632;altai terr.;86.21;86
0100005789;adygeya;69.10;69
7805340972;sankt-petersburg;70.22;70
4212033213;kemerovo;52.21.24;52
2635259024;stavropol;93.12;93
2632119928;stavropol;77.31;77
4703156030;kaliningrad;47.42;47
0919001314;karachaevo-chercessia;71.12.70;71
4100039464;kamchatka;70.22;70
5249132396;nizhni novgorod;16.10;16
3327850315;vladimir;73.10;73
2317059335;krasnodar;93.20;93
2311334553;krasnodar;43.21;43
0711020886;kabardino-balkaria;45.20.10;45
0572023774;dagestan;94.99;94
3906349607;kaliningrad;82.30;82
0225995323;bashkortostan;86.21;86
7602086329;chechnya;68.10;68
8603135242;khanty-mansijsk;52.21.24;52
9729306716;moscow city;62.01;62
4401165470;kostroma;47.74;47
4324004122;kirov;43.21;43
3808226928;irkutsk;73.11;73
3700011821;ivanovo;25.11;25
1225001397;marij el;45.31;45
3666271288;voronezh;56.10;56
2635251868;stavropol;70.21;70
6167202037;rostov;49.41;49
1200011499;marij el;94.99;94
6316259233;samara;17.21;17
3203004045;bryansk;86.90.40;86
5822003959;penza;42.11;42
0600003042;ingushetia;71.12;71
2818006246;amur;69.20.20;69
0272921833;bashkortostan;47.73;47
2323032860;krasnodar;47.73;47
3525457794;vologda;25.62;25
2543138735;primorsky terr.;73.11;73
3442020249;volgograd;69.10;69
2703088323;khabarovsk;56.10;56
1661065295;tatarstan;46.17;46
9707030366;moscow city;55.10;55
0411162495;altai rep.;93.29.90;93
7203498176;tyumen;49.41;49
5904236168;perm;25.61;25
5320019962;novgorod;46.60;46
5190117349;murmansk;52.22;52
1650385254;tatarstan;73.11;73
3327120090;vladimir;47.25.10;47
6452127677;saratov;46.39;46
3917520077;kaliningrad;46.43.20;46
8601072082;khanty-mansijsk;68.10;68
9102246810;crimea;71.12;71
1831201639;udmurtia;46.90;46
5650011859;orenburg;46.21.11;46
2337020431;krasnodar;49.10;49
7841482588;sankt-petersburg;46.73.60;46
6730000660;smolensk;68.20;68
1648032075;tatarstan;62.01;62
7100055937;tula;45.31;45
4703099953;leningrad;52.21.24;52
3257061219;bryansk;47.19.10;47
6318226466;samara;73.11;73
0800005128;kalmykia;86.21;86
9001002744;zaporizhzhia;01.11;01
5111016693;murmansk;47.73;47
6684007690;sverdlovsk;56.10;56
6952025000;tver;69.10;69
7424024456;chelyabinsk;41.20;41
7707474424;moscow city;46.13;46
6231010984;ryazan;94.20;94
9105006260;crimea;01.11;01
5030098472;moscow reg.;46.90;46
8603056400;khanty-mansijsk;01.20;01
4027103515;kaluga;25.62;25
4826063788;lipetzk;71.12.60;71
0100008003;adygeya;86.10;86
4400005730;kostroma;71.20.40;71
2315182245;krasnodar;45.11.20;45
1326252291;mordovia;49.41;49
5607010915;orenburg;56.29;56
2901118481;arkhangelsk;73.11;73
5031149659;moscow reg.;49.41;49
6027137042;pskov;47.52.70;47
6914018869;tver;41.20;41
5904349997;perm;69.20;69
7804467486;sankt-petersburg;93.21;93
0100005115;adygeya;45.11.20;45
3812524290;irkutsk;45.20;45
5300007729;novgorod;42.11;42
3525275794;vologda;45.11.20;45
8608203753;khanty-mansijsk;01.19;01
7415055634;dagestan;52.29;52
7715812726;moscow reg.;69.10;69
4703177344;leningrad;69.10;69
2539106265;primorsky terr.;56.10;56
6027186635;pskov;71.12;71
6623091938;sverdlovsk;41.20;41
2360015750;krasnodar;62.01;62
7708405617;moscow city;46.75.10;46
6234134561;ryazan;70.22;70
7838086697;sankt-petersburg;71.12;71
0726008955;kabardino-balkaria;71.12.70;71
0400008854;altai rep.;93.19;93
7415111977;chelyabinsk;47.91;47
8603225802;khanty-mansijsk;47.78.30;47
0600010184;ingushetia;93.29;93
3816032563;irkutsk;42.11;42
5233003109;nizhni novgorod;16.10.10;16
2315996389;krasnodar;68.10;68
6670266695;sverdlovsk;47.20;47
7701646204;moscow city;68.20.20;68
7300010475;ulyanovsk;43.29;43
0278937815;bashkortostan;68.20.20;68
4706032273;leningrad;96.09;96
1651088092;tatarstan;86.21;86
1400003865;yakutia;49.32;49
3017034444;astrakhan;10.71;10
6700010492;smolensk;47.91;47
9500001440;kherson;01.11;01
3849035626;irkutsk;52.29;52
4900016554;magadan;71.12.30;71
6909010367;tver;86.10;86
2723215481;khabarovsk;68.32;68
4205410340;kemerovo;46.71;46
2618025403;stavropol;47.91;47
5904384303;perm;22.22;22
5836657239;penza;25.12;25
2636215848;stavropol;86.23;86
3665821066;voronezh;42.21;42
7707352828;moscow city;62.01;62
9723203143;moscow city;47.19;47
4345402565;kirov;25.73;25
4345503370;kirov;62.02;62
5911060437;perm;43.30;43
6500013513;sakhalin;93.11;93
6671182720;sverdlovsk;94.99;94
7202093829;tyumen;68.32.20;68
4632125869;kursk;52.21.24;52
6832037490;tambov;52.21.24;52
2801265690;amur;52.10;52
1804001888;udmurtia;52.20;52
9103095353;crimea;70.22;70
2508078995;primorsky terr.;86.90.90;86
3334001104;vladimir;47.73;47
0100006060;adygeya;45.11.20;45
3664249946;voronezh;86.10;86
6161083344;rostov;86.21;86
4632266524;kursk;43.39;43
7735580047;moscow city;86.23;86
4004020774;kaluga;01.24;01
7724585050;bryansk;68.20.20;68
7801723822;sankt-petersburg;77.32;77
3812056919;irkutsk;71.12;71
1410008076;yakutia;70.22;70
7100042744;tula;71.20.10;71
5190919261;murmansk;03.11;03
3702041532;ivanovo;94.92;94
7310007369;ulyanovsk;80.10;80
3905054946;kaliningrad;46.90;46
3444194770;volgograd;52.29;52
3810072390;irkutsk;45.20;45
6226014630;ryazan;49.41;49
3665820986;voronezh;80.20;80
4826009124;lipetzk;52.21.24;52
1001345641;karelia;71.12.30;71
7328003485;ulyanovsk;45.31;45
7500002231;zabaikalsk terr.;49.41;49
3528087277;vologda;68.32.1;68
1686020627;tatarstan;41.20;41
9402011295;luhansk;52.21;52
0250014006;bashkortostan;45.31;45
1433030110;yakutia;46.90;46
4714019170;leningrad;41.20;41
2907011128;arkhangelsk;47.11;47
6732202172;smolensk;73.11;73
0275931188;bashkortostan;93.19;93
1400007926;yakutia;25.11;25
3851001600;irkutsk;45.20;45
6200005247;ryazan;70.22;70
6722020416;smolensk;49.41.10;49
1435275972;yakutia;43.99.30;43
3123102103;belgorod;45.31.10;45
7801724664;sankt-petersburg;69.10;69
7017213539;tomsk;52.21.24;52
6154081681;rostov;45.20.10;45
6950264860;tver;96.02;96
2630034179;stavropol;46.66;46
2465335388;krasnoyarsk;46.90;46
7718834870;moscow city;25.62;25
1001267802;karelia;68.32;68
5402579041;novosibirsk;41.20;41
9001020221;zaporizhzhia;94.99;94
7610137143;yaroslavl;43.21;43
7203522005;tyumen;71.12.20;71
3123040672;belgorod;69.20.10;69
7819018980;sankt-petersburg;80.10;80
1215207776;marij el;56.30;56
5903161047;perm;32.99;32
2700018790;khabarovsk;71.12.20;71
8608055456;khanty-mansijsk;68.20;68
6678096491;sverdlovsk;43.39;43
7704117791;moscow city;91.02;91
6312190044;samara;49.41;49
6381021216;samara;01.46;01
7203309647;tyumen;56.10;56
5834125359;penza;70.22;70
2543116121;primorsky terr.;41.20;41
2105006010;chuvashia;01.41;01
1901058696;khakasia;46.66;46
0700015274;kabardino-balkaria;56.10;56
5300011250;novgorod;70.22;70
2624036749;stavropol;70.22;70
5190123399;murmansk;93.29.90;93
