inn;company_id;period;region;okved2;okopf_id;details_id
3702523720;3017918;2024;ИВАНОВСКАЯ;45.1;12300;51434260
0711022604;237156;2022;КАБАРДИНО-БАЛКАРСКАЯ;47.30;12300;46964967
0711022604;237156;2023;КАБАРДИНО-БАЛКАРСКАЯ;47.30;12300;49929554
0711022604;237156;2024;КАБАРДИНО-БАЛКАРСКАЯ;47.30;12300;52851170
5501190217;10718725;2022;ОМСКАЯ;68.32;12300;46108601
5501190217;10718725;2023;ОМСКАЯ;68.32;12300;49317710
5501190217;10718725;2024;ОМСКАЯ;68.32;12300;52226547
5445014825;7667377;2022;НОВОСИБИРСКАЯ;68.3;12300;45667905
5445014825;7667377;2023;НОВОСИБИРСКАЯ;68.3;12300;48125424
5445014825;7667377;2024;НОВОСИБИРСКАЯ;68.3;12300;52080530
3721000764;1678766;2022;ИВАНОВСКАЯ;43.22;12300;45106745
3721000764;1678766;2023;ИВАНОВСКАЯ;43.22;12300;49348474
3721000764;1678766;2024;ИВАНОВСКАЯ;43.22;12300;52230962
7714893271;7649280;2022;МОСКВА;86;12300;46432706
7714893271;7649280;2023;МОСКВА;86;12300;49163956
7714893271;7649280;2024;МОСКВА;86;12300;51833606
1657057559;4052412;2022;ТАТАРСТАН;73.1;12300;44987340
1657057559;4052412;2023;ТАТАРСТАН;73.1;12300;48713498
1657057559;4052412;2024;ТАТАРСТАН;73.1;12300;51336244
1657023567;6721347;2022;ТАТАРСТАН;68.20.2;12300;46529059
1657023567;6721347;2023;ТАТАРСТАН;68.20.2;12300;49615203
1657023567;6721347;2024;ТАТАРСТАН;68.20.2;12300;52464293
3702735611;8636131;2022;ИВАНОВСКАЯ;43.21;12300;44758082
3702735611;8636131;2023;ИВАНОВСКАЯ;43.21;12300;47632637
3702735611;8636131;2024;ИВАНОВСКАЯ;43.21;12300;50412389
2511121753;11959625;2022;ПРИМОРСКИЙ;86.21;12300;44399587
2511121753;11959625;2023;ПРИМОРСКИЙ;86.21;12300;47382872
2511121753;11959625;2024;ПРИМОРСКИЙ;86.21;12300;51281300
6168117585;11889055;2022;РОСТОВСКАЯ;46.71;12300;44135766
6168117585;11889055;2023;РОСТОВСКАЯ;46.71;12300;47762974
6168117585;11889055;2024;РОСТОВСКАЯ;46.71;12300;52235276
5903073129;2235367;2022;ПЕРМСКИЙ;41.20;12300;45028419
5903073129;2235367;2023;ПЕРМСКИЙ;41.20;12300;48538003
5903073129;2235367;2024;ПЕРМСКИЙ;41.20;12300;52097972
3651007153;9327218;2022;ВОРОНЕЖСКАЯ;25.61;12300;45659014
3651007153;9327218;2023;ВОРОНЕЖСКАЯ;25.61;12300;48586391
3651007153;9327218;2024;ВОРОНЕЖСКАЯ;25.61;12300;51341732
1101174728;11922562;2022;КОМИ;93.29;12300;47014104
1101174728;11922562;2023;КОМИ;93.29;12300;49813967
1101174728;11922562;2024;КОМИ;93.29;12300;51044235
3664098831;1501567;2022;ВОРОНЕЖСКАЯ;69.20.2;12300;45885427
3664098831;1501567;2023;ВОРОНЕЖСКАЯ;69.20.2;12300;49293329
3664098831;1501567;2024;ВОРОНЕЖСКАЯ;69.20.2;12300;51989369
7447105990;1701643;2022;ЧЕЛЯБИНСКАЯ;71.20;12300;43995023
7447105990;1701643;2023;ЧЕЛЯБИНСКАЯ;71.20;12300;47212094
7447105990;1701643;2024;ЧЕЛЯБИНСКАЯ;71.20;12300;50136156
6452922153;1007875;2022;САРАТОВСКАЯ;68.20.2;12300;45060339
6452922153;1007875;2023;САРАТОВСКАЯ;68.20.2;12300;47966793
6452922153;1007875;2024;САРАТОВСКАЯ;68.20.2;12300;51225061
5257201290;11512302;2022;НИЖЕГОРОДСКАЯ;71.12.6;12300;46506561
5257201290;11512302;2023;НИЖЕГОРОДСКАЯ;71.12.6;12300;49535613
5257201290;11512302;2024;НИЖЕГОРОДСКАЯ;71.12.6;12300;52473022
5754023129;9488033;2022;ОРЛОВСКАЯ;23.69;12300;45604240
5754023129;9488033;2023;ОРЛОВСКАЯ;23.69;12300;48251808
5754023129;9488033;2024;ОРЛОВСКАЯ;23.69;12300;51243244
1651089272;11629061;2022;ТАТАРСТАН;49.41;12300;45454064
1651089272;11629061;2023;ТАТАРСТАН;49.41;12300;49761407
1651089272;11629061;2024;ТАТАРСТАН;49.41;12300;52539572
1435361237;11602275;2022;САХА /ЯКУТИЯ/;62.01;12300;45928587
1435361237;11602275;2023;САХА /ЯКУТИЯ/;62.01;12300;48311245
1435361237;11602275;2024;САХА /ЯКУТИЯ/;62.01;12300;51588894
1001340322;10962332;2022;КАРЕЛИЯ;49.41;12300;44774374
1001340322;10962332;2023;КАРЕЛИЯ;49.41;12300;47913795
1001340322;10962332;2024;КАРЕЛИЯ;49.41;12300;50976743
3023023144;11263349;2022;АСТРАХАНСКАЯ;49.41;12300;46356173
3023023144;11263349;2023;АСТРАХАНСКАЯ;49.41;12300;48680781
3023023144;11263349;2024;АСТРАХАНСКАЯ;49.41;12300;51691489
9111022077;9981394;2022;НИЖЕГОРОДСКАЯ;56.10;12300;45378516
9111022077;9981394;2023;НИЖЕГОРОДСКАЯ;56.10;12300;48263929
9111022077;9981394;2024;НИЖЕГОРОДСКАЯ;56.10;12300;51185090
9729029389;9934840;2022;МОСКВА;64.99.3;12267;46143476
9729029389;9934840;2023;МОСКВА;64.99.3;12267;49288645
9729029389;9934840;2024;МОСКВА;64.99.3;12267;52110279
5911043209;4187514;2022;ПЕРМСКИЙ;01.7;12300;46138750
5911043209;4187514;2023;ПЕРМСКИЙ;01.7;12300;49215656
5911043209;4187514;2024;ПЕРМСКИЙ;01.70;12300;50787602
5405497661;8566279;2022;НОВОСИБИРСКАЯ;47.91.2;12300;45414351
5405497661;8566279;2023;НОВОСИБИРСКАЯ;47.91.2;12300;48307759
5405497661;8566279;2024;НОВОСИБИРСКАЯ;47.91.2;12300;51276364
5040164702;11175928;2022;МОСКОВСКАЯ;46.90;12300;45803149
5040164702;11175928;2023;МОСКОВСКАЯ;46.90;12300;49467797
5040164702;11175928;2024;МОСКОВСКАЯ;46.90;12300;50861741
3905078048;6056374;2022;КАЛИНИНГРАДСКАЯ;77.33;12300;44677114
3905078048;6056374;2023;КАЛИНИНГРАДСКАЯ;77.33;12300;47818801
3905078048;6056374;2024;КАЛИНИНГРАДСКАЯ;46.90;12300;52346767
0400006590;10458698;2022;АЛТАЙ;41.20;12300;44353304
0400006590;10458698;2023;АЛТАЙ;41.20;12300;47560769
0400006590;10458698;2024;АЛТАЙ;41.20;12300;50556858
7718271673;9389394;2022;МОСКВА;45.20;12300;46450413
7718271673;9389394;2023;МОСКВА;45.20;12300;49412437
7718271673;9389394;2024;МОСКВА;45.20;12300;51500513
4100037989;11563691;2022;КАМЧАТСКИЙ;86.90;12300;44823057
4100037989;11563691;2023;КАМЧАТСКИЙ;86.90;12300;47542569
4100037989;11563691;2024;КАМЧАТСКИЙ;86.90;12300;50327584
5911082166;11480776;2022;ПЕРМСКИЙ;46.73;12300;44026030
5911082166;11480776;2023;ПЕРМСКИЙ;46.73;12300;47181782
5911082166;11480776;2024;ПЕРМСКИЙ;46.73;12300;50093172
0916010663;10669566;2022;КАРАЧАЕВО-ЧЕРКЕССКАЯ;46.71;12300;44177718
0916010663;10669566;2023;КАРАЧАЕВО-ЧЕРКЕССКАЯ;46.71;12300;47330342
0916010663;10669566;2024;КАРАЧАЕВО-ЧЕРКЕССКАЯ;46.71;12300;50251190
7604220900;2113548;2022;ЯРОСЛАВСКАЯ;71.1;12300;44756425
7604220900;2113548;2023;ЯРОСЛАВСКАЯ;71.1;12300;48150490
7604220900;2113548;2024;ЯРОСЛАВСКАЯ;71.1;12300;51639059
3851021941;10679775;2022;ИРКУТСКАЯ;56.10;12300;44528207
3851021941;10679775;2023;ИРКУТСКАЯ;56.10;12300;49433107
3851021941;10679775;2024;ИРКУТСКАЯ;56.10;12300;50931793
7438016590;3660691;2022;ЧЕЛЯБИНСКАЯ;68.20;12300;44788857
7438016590;3660691;2023;ЧЕЛЯБИНСКАЯ;10.91;12300;49213613
7438016590;3660691;2024;ЧЕЛЯБИНСКАЯ;10.91;12300;51886338
2801184314;7874155;2022;АМУРСКАЯ;47.7;12300;44107638
2801184314;7874155;2023;АМУРСКАЯ;47.7;12300;47798816
2801184314;7874155;2024;АМУРСКАЯ;47.76;12300;50680871
4207014617;5754404;2022;КЕМЕРОВСКАЯ ОБЛАСТЬ - КУЗБАСС;71.12.12;12300;45189743
4207014617;5754404;2023;КЕМЕРОВСКАЯ ОБЛАСТЬ - КУЗБАСС;71.12.12;12300;48894540
4207014617;5754404;2024;КЕМЕРОВСКАЯ ОБЛАСТЬ - КУЗБАСС;71.12.12;12300;51802751
4317007066;7852207;2022;КИРОВСКАЯ;47.11;12300;45648070
4317007066;7852207;2023;КИРОВСКАЯ;47.1;12300;48464263
4317007066;7852207;2024;КИРОВСКАЯ;47.1;12300;52189895
7704765841;3741433;2022;МОСКВА;68.2;12300;44680836
7704765841;3741433;2023;МОСКВА;68.2;12300;47838875
7704765841;3741433;2024;МОСКВА;68.20;12300;50656092
4027103522;5195154;2022;КАЛУЖСКАЯ;73.1;12300;46423577
4027103522;5195154;2023;КАЛУЖСКАЯ;73.1;12300;48958707
4027103522;5195154;2024;КАЛУЖСКАЯ;73.1;12300;51613044
5047030521;7084661;2022;МОСКВА;68.20.2;12300;44493939
5047030521;7084661;2023;МОСКВА;68.20.2;12300;47900834
5047030521;7084661;2024;МОСКВА;68.20.2;12300;50826244
1001352381;11543918;2022;КАРЕЛИЯ;25.11;12300;45136948
1001352381;11543918;2023;КАРЕЛИЯ;25.11;12300;48486975
1001352381;11543918;2024;КАРЕЛИЯ;25.11;12300;52181667
7455002156;591207;2022;ЧЕЛЯБИНСКАЯ;45.31;12300;45124674
7455002156;591207;2023;ЧЕЛЯБИНСКАЯ;45.31;12300;48198152
7455002156;591207;2024;ЧЕЛЯБИНСКАЯ;45.31;12300;50911509
2724120994;2467643;2022;ХАБАРОВСКИЙ;86.21;12300;45041814
2724120994;2467643;2023;ХАБАРОВСКИЙ;86.21;12300;49163063
2724120994;2467643;2024;ХАБАРОВСКИЙ;86.21;12300;52314044
1001338740;10881530;2022;КАРЕЛИЯ;02.40;12300;46126996
1001338740;10881530;2023;КАРЕЛИЯ;02.40;12300;49754401
1001338740;10881530;2024;КАРЕЛИЯ;02.40;12300;52934755
2801175359;7411424;2022;АМУРСКАЯ;42.11;12300;45565705
2801175359;7411424;2023;АМУРСКАЯ;42.11;12300;49012133
2801175359;7411424;2024;АМУРСКАЯ;42.11;12300;51777495
6501274973;9268111;2022;САХАЛИНСКАЯ;41.20;12300;44510435
6501274973;9268111;2023;САХАЛИНСКАЯ;41.20;12300;47382598
6501274973;9268111;2024;САХАЛИНСКАЯ;41.20;12300;50327891
0262031542;10852947;2022;БАШКОРТОСТАН;42.11;12300;45476750
0262031542;10852947;2023;БАШКОРТОСТАН;42.11;12300;48851526
0262031542;10852947;2024;БАШКОРТОСТАН;42.11;12300;52174097
1515919527;4123372;2022;СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ;41.20;12300;47051816
1515919527;4123372;2023;СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ;41.20;12300;49781997
1515919527;4123372;2024;СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ;41.20;12300;52788202
7728658550;812119;2022;МОСКВА;53.20.3;12300;44569286
7728658550;812119;2023;МОСКВА;53.20.3;12300;49134230
7728658550;812119;2024;МОСКВА;53.20.3;12300;50382129
4018009555;1985296;2022;КАЛУЖСКАЯ;08.11.2;12300;46426151
4018009555;1985296;2023;КАЛУЖСКАЯ;08.11.2;12300;49257348
4018009555;1985296;2024;КАЛУЖСКАЯ;08.11.2;12300;52092959
2801258213;11346522;2022;АМУРСКАЯ;71.12;12300;46057952
2801258213;11346522;2023;АМУРСКАЯ;71.12;12300;49771858
2801258213;11346522;2024;АМУРСКАЯ;71.12;12300;52657412
7325149736;9973736;2022;УЛЬЯНОВСКАЯ;93.29;12300;45197335
7325149736;9973736;2023;УЛЬЯНОВСКАЯ;93.29;12300;48605562
7325149736;9973736;2024;УЛЬЯНОВСКАЯ;93.29;12300;51813520
6027201837;11342290;2022;ПСКОВСКАЯ;45.20;12300;44589077
6027201837;11342290;2023;ПСКОВСКАЯ;45.20;12300;48853720
6027201837;11342290;2024;ПСКОВСКАЯ;45.20;12300;51933837
4705065501;8888781;2022;ЛЕНИНГРАДСКАЯ;69.20;12300;45530279
4705065501;8888781;2023;ЛЕНИНГРАДСКАЯ;69.20;12300;49381245
4705065501;8888781;2024;ЛЕНИНГРАДСКАЯ;69.20;12300;51124467
5638025982;4222470;2022;ОРЕНБУРГСКАЯ;62.0;12300;45375677
5638025982;4222470;2023;ОРЕНБУРГСКАЯ;62.0;12300;48346202
5638025982;4222470;2024;ОРЕНБУРГСКАЯ;62.0;12300;51835290
6723000081;3400761;2022;СМОЛЕНСКАЯ;55.30;12300;44739352
6723000081;3400761;2023;СМОЛЕНСКАЯ;55.30;12300;48353138
6723000081;3400761;2024;СМОЛЕНСКАЯ;55.30;12300;51456677
5404243907;3790306;2022;НОВОСИБИРСКАЯ;24.52;12300;45120476
5404243907;3790306;2023;НОВОСИБИРСКАЯ;24.52;12300;48639584
5404243907;3790306;2024;НОВОСИБИРСКАЯ;24.52;12300;50812725
6125022829;2752946;2022;РОСТОВСКАЯ;86.23;12300;46570923
6125022829;2752946;2023;РОСТОВСКАЯ;86.23;12300;49208707
6125022829;2752946;2024;РОСТОВСКАЯ;86.23;12300;52126995
4401179384;10155703;2022;КОСТРОМСКАЯ;70.10;12300;45939663
4401179384;10155703;2023;КОСТРОМСКАЯ;70.10;12300;48381419
4401179384;10155703;2024;КОСТРОМСКАЯ;70.10;12300;51476156
3250512818;3039174;2022;БРЯНСКАЯ;69.10;12300;45523367
3250512818;3039174;2023;БРЯНСКАЯ;69.10;12300;49269383
3250512818;3039174;2024;БРЯНСКАЯ;69.10;12300;51357612
0411161822;7472017;2022;АЛТАЙ;42.11;12300;44675339
0411161822;7472017;2023;АЛТАЙ;42.11;12300;48664059
0411161822;7472017;2024;АЛТАЙ;42.11;12300;52857822
3025009410;8196079;2022;АСТРАХАНСКАЯ;69.20;12300;44114574
3025009410;8196079;2023;АСТРАХАНСКАЯ;69.20;12300;47207760
3025009410;8196079;2024;АСТРАХАНСКАЯ;69.20;12300;50303255
7014064776;10969081;2022;ТОМСКАЯ;01.25.1;12300;46326522
7014064776;10969081;2023;ТОМСКАЯ;01.25.1;12300;48061813
7014064776;10969081;2024;ТОМСКАЯ;01.25.1;12300;52341283
2103005195;11260338;2022;ЧУВАШСКАЯ РЕСПУБЛИКА -;46.32;12300;45560596
2103005195;11260338;2023;ЧУВАШСКАЯ РЕСПУБЛИКА -;49.41;12300;47877218
2103005195;11260338;2024;ЧУВАШСКАЯ РЕСПУБЛИКА -;46.32;12300;50673461
9108005716;8934727;2022;КРЫМ;47.11;12300;44361606
9108005716;8934727;2023;КРЫМ;47.11;12300;47562747
9108005716;8934727;2024;КРЫМ;47.11;12300;51345388
2721182865;4476595;2022;ХАБАРОВСКИЙ;73.1;12300;45045972
2721182865;4476595;2023;ХАБАРОВСКИЙ;73.1;12300;48132662
2721182865;4476595;2024;ХАБАРОВСКИЙ;73.1;12300;51231109
5006259954;7568224;2022;МОСКОВСКАЯ;49.32;12300;45912889
5006259954;7568224;2023;МОСКОВСКАЯ;45.20;12300;48510635
5006259954;7568224;2024;МОСКОВСКАЯ;45.20;12300;51546361
1612007124;1179655;2022;ТАТАРСТАН;01.50;12300;45278605
1612007124;1179655;2023;ТАТАРСТАН;01.4;12300;48464562
1612007124;1179655;2024;ТАТАРСТАН;01.50;12300;51711946
9201507083;9126084;2022;СЕВАСТОПОЛЬ;68.31;12300;46027875
9201507083;9126084;2023;СЕВАСТОПОЛЬ;68.31;12300;47769394
9201507083;9126084;2024;СЕВАСТОПОЛЬ;47.71;12300;51445736
1900003422;11658681;2022;ХАКАСИЯ;25.99.3;12300;45535890
1900003422;11658681;2023;ХАКАСИЯ;25.99.3;12300;48210715
1900003422;11658681;2024;ХАКАСИЯ;25.99.3;12300;51096221
4024008158;665992;2022;КАЛУЖСКАЯ;68.32.1;12300;45647621
4024008158;665992;2023;КАЛУЖСКАЯ;68.32.1;12300;49856957
4024008158;665992;2024;КАЛУЖСКАЯ;68.32.1;12300;50953545
1601009296;10288681;2022;УДМУРТСКАЯ;52.10.21;12300;44979413
1601009296;10288681;2023;УДМУРТСКАЯ;52.10.21;12300;47466934
1601009296;10288681;2024;УДМУРТСКАЯ;52.10.21;12300;50508077
2464247957;7552038;2022;КРАСНОЯРСКИЙ;71.2;12300;45536246
2464247957;7552038;2023;КРАСНОЯРСКИЙ;71.2;12300;49367687
2464247957;7552038;2024;КРАСНОЯРСКИЙ;71.2;12300;50702182
5320016834;1467675;2022;НОВГОРОДСКАЯ;45.21.1;12300;45441948
5320016834;1467675;2023;НОВГОРОДСКАЯ;41.20;12300;48185603
5320016834;1467675;2024;НОВГОРОДСКАЯ;41.20;12300;50934637
3662278540;11122333;2022;ВОРОНЕЖСКАЯ;43.21;12300;46027958
3662278540;11122333;2023;ВОРОНЕЖСКАЯ;43.21;12300;48842562
3662278540;11122333;2024;ВОРОНЕЖСКАЯ;43.21;12300;51189655
7717127170;3092124;2022;МОСКВА;46.90;12300;45971473
7717127170;3092124;2023;МОСКВА;46.90;12300;49398078
7717127170;3092124;2024;МОСКВА;46.90;12300;52195593
6732238595;11979999;2022;СМОЛЕНСКАЯ;41.20;12300;46160300
6732238595;11979999;2023;СМОЛЕНСКАЯ;41.20;12300;48036028
6732238595;11979999;2024;СМОЛЕНСКАЯ;41.20;12300;51156295
5047253302;11624742;2022;МОСКОВСКАЯ;47.23;12300;44713895
5047253302;11624742;2023;МОСКОВСКАЯ;47.23;12300;47197826
5047253302;11624742;2024;МОСКОВСКАЯ;47.23;12300;50809904
9701074695;10216309;2022;МОСКВА;68.20;12300;45173554
9701074695;10216309;2023;МОСКВА;68.20;12300;48475346
9701074695;10216309;2024;МОСКВА;68.20;12300;51168032
7224077362;10211718;2022;ТЮМЕНСКАЯ;71.12.2;12300;45612297
7224077362;10211718;2023;ТЮМЕНСКАЯ;71.12.2;12300;48445891
7224077362;10211718;2024;ТЮМЕНСКАЯ;71.12.2;12300;51272033
5047206091;10475010;2022;МОСКОВСКАЯ;46.52;12300;44319632
5047206091;10475010;2023;МОСКОВСКАЯ;46.52;12300;47578478
5047206091;10475010;2024;МОСКОВСКАЯ;46.52;12300;50866431
5035043036;8067632;2022;МОСКОВСКАЯ;68.32.2;12300;46393632
5035043036;8067632;2023;МОСКОВСКАЯ;68.32.2;12300;49556593
5035043036;8067632;2024;МОСКОВСКАЯ;68.32.2;12300;52381058
5020071545;7459006;2022;МОСКОВСКАЯ;73.20.2;12300;44147688
5020071545;7459006;2023;МОСКОВСКАЯ;73.20.2;12300;47359164
5020071545;7459006;2024;МОСКОВСКАЯ;73.20.2;12300;50207053
7725272036;9209988;2022;МОСКВА;46.90;12300;46989921
7725272036;9209988;2023;МОСКВА;46.90;12300;49703056
7725272036;9209988;2024;МОСКВА;46.90;12300;52528434
7203314735;8801006;2022;ТЮМЕНСКАЯ;86.22;12300;45953109
7203314735;8801006;2023;ТЮМЕНСКАЯ;86.22;12300;49246519
7203314735;8801006;2024;ТЮМЕНСКАЯ;86.22;12300;52506935
3525129930;6431844;2022;ВОЛОГОДСКАЯ;69;12300;46514792
3525129930;6431844;2023;ВОЛОГОДСКАЯ;69;12300;49678817
3525129930;6431844;2024;ВОЛОГОДСКАЯ;69;12300;52597438
3448057559;7550866;2022;ВОЛГОГРАДСКАЯ;41.20;12300;44804946
3448057559;7550866;2023;ВОЛГОГРАДСКАЯ;41.20;12300;47910727
3448057559;7550866;2024;ВОЛГОГРАДСКАЯ;41.20;12300;50875163
2801202468;8937842;2022;АМУРСКАЯ;49.41;12300;45502903
2801202468;8937842;2023;АМУРСКАЯ;49.41;12300;48567262
2801202468;8937842;2024;АМУРСКАЯ;49.41;12300;50525454
4029065470;11830764;2022;КАЛУЖСКАЯ;25.50;12300;44241849
4029065470;11830764;2023;КАЛУЖСКАЯ;25.50;12300;48015036
4029065470;11830764;2024;КАЛУЖСКАЯ;25.50;12300;50984617
7841317841;3402307;2022;САНКТ-ПЕТЕРБУРГ;71.12.9;12300;44551509
7841317841;3402307;2023;САНКТ-ПЕТЕРБУРГ;71.12.9;12300;49655731
7841317841;3402307;2024;САНКТ-ПЕТЕРБУРГ;68.10;12300;50770057
9705007499;8943362;2022;МОСКОВСКАЯ;41.20;12300;46974388
9705007499;8943362;2023;МОСКОВСКАЯ;41.20;12300;47717198
9705007499;8943362;2024;МОСКОВСКАЯ;41.20;12300;50498117
2720062798;11577149;2022;ХАБАРОВСКИЙ;42.12;12300;44029161
2720062798;11577149;2023;ХАБАРОВСКИЙ;42.12;12300;48238555
2720062798;11577149;2024;ХАБАРОВСКИЙ;42.12;12300;51419423
2130231482;11821122;2022;ЧУВАШСКАЯ РЕСПУБЛИКА -;86.10;12300;46633246
2130231482;11821122;2023;ЧУВАШСКАЯ РЕСПУБЛИКА -;86.10;12300;49049914
2130231482;11821122;2024;ЧУВАШСКАЯ РЕСПУБЛИКА -;86.10;12300;52000624
6454105559;9545191;2022;САРАТОВСКАЯ;86.21;12300;46102428
6454105559;9545191;2023;САРАТОВСКАЯ;86.21;12300;49702323
6454105559;9545191;2024;САРАТОВСКАЯ;86.21;12300;52577667
3122006870;1225686;2022;БЕЛГОРОДСКАЯ;71.1;12267;45930489
3122006870;1225686;2023;БЕЛГОРОДСКАЯ;71.1;12267;49146682
3122006870;1225686;2024;БЕЛГОРОДСКАЯ;71.1;12267;52191940
3801144970;10565179;2022;ИРКУТСКАЯ;46.73;12300;46469898
3801144970;10565179;2023;ИРКУТСКАЯ;43.99;12300;49429116
3801144970;10565179;2024;ИРКУТСКАЯ;43.99;12300;52633185
4622004463;6016840;2022;КУРСКАЯ;01.5;12300;46620921
4622004463;6016840;2023;КУРСКАЯ;01.5;12300;49635859
4622004463;6016840;2024;КУРСКАЯ;01.5;12300;52520886
7506004789;701005;2022;ЗАБАЙКАЛЬСКИЙ;47.30;12300;46295007
7506004789;701005;2023;ЗАБАЙКАЛЬСКИЙ;47.30;12300;49410082
7506004789;701005;2024;ЗАБАЙКАЛЬСКИЙ;47.30;12300;52270289
7805779375;11588861;2022;САНКТ-ПЕТЕРБУРГ;71.11;12300;44911565
7805779375;11588861;2023;САНКТ-ПЕТЕРБУРГ;71.11;12300;49149971
7805779375;11588861;2024;САНКТ-ПЕТЕРБУРГ;71.11;12300;50876745
5507281277;11473136;2022;ОМСКАЯ;62.01;12300;44136140
5507281277;11473136;2023;ОМСКАЯ;62.01;12300;47315396
5507281277;11473136;2024;ОМСКАЯ;62.01;12300;50163410
0274964261;11540302;2022;БАШКОРТОСТАН;41.20;12300;45127574
0274964261;11540302;2023;БАШКОРТОСТАН;41.20;12300;48038821
0274964261;11540302;2024;БАШКОРТОСТАН;41.20;12300;50582450
4205094769;175272;2022;КЕМЕРОВСКАЯ ОБЛАСТЬ - КУЗБАСС;46.90;12300;45928714
4205094769;175272;2023;КЕМЕРОВСКАЯ ОБЛАСТЬ - КУЗБАСС;46.90;12300;47786925
4205094769;175272;2024;КЕМЕРОВСКАЯ ОБЛАСТЬ - КУЗБАСС;46.90;12300;50689046
1901112199;7804237;2022;ХАКАСИЯ;71.1;12300;44731001
1901112199;7804237;2023;ХАКАСИЯ;71.1;12300;47638271
1901112199;7804237;2024;ХАКАСИЯ;71.1;12300;52078616
5026116175;3818066;2022;МОСКОВСКАЯ;86.21;12300;47115787
5026116175;3818066;2023;МОСКОВСКАЯ;86.21;12300;48714405
5026116175;3818066;2024;МОСКОВСКАЯ;86.21;12300;51105004
4105086725;10566758;2022;КАМЧАТСКИЙ;01.70;12300;44029006
4105086725;10566758;2023;КАМЧАТСКИЙ;01.70;12300;47286318
4105086725;10566758;2024;КАМЧАТСКИЙ;01.70;12300;50130609
6123023320;8827984;2022;РОСТОВСКАЯ;56.10;12300;45303290
6123023320;8827984;2023;РОСТОВСКАЯ;56.10;12300;48453900
6123023320;8827984;2024;РОСТОВСКАЯ;56.10;12300;52010155
5614044376;2984674;2022;ОРЕНБУРГСКАЯ;86.23;12300;44932911
5614044376;2984674;2023;ОРЕНБУРГСКАЯ;86.23;12300;48994843
5614044376;2984674;2024;ОРЕНБУРГСКАЯ;86.23;12300;52315297
1901143768;11275237;2022;ХАКАСИЯ;62.01;12300;45121674
1901143768;11275237;2023;ХАКАСИЯ;62.01;12300;49014381
1901143768;11275237;2024;ХАКАСИЯ;62.01;12300;51396859
6316173226;2580930;2022;САМАРСКАЯ;69.10;12300;45097692
6316173226;2580930;2023;САМАРСКАЯ;69.10;12300;48552951
6316173226;2580930;2024;САМАРСКАЯ;55.10;12300;52464938
7810148985;7058080;2022;САНКТ-ПЕТЕРБУРГ;77.40;12267;47116183
7810148985;7058080;2023;САНКТ-ПЕТЕРБУРГ;77.40;12267;49952545
7810148985;7058080;2024;САНКТ-ПЕТЕРБУРГ;77.40;12267;52958642
3702658244;1497063;2022;ИВАНОВСКАЯ;69.20;12300;46436577
3702658244;1497063;2023;ИВАНОВСКАЯ;69.20;12300;49400954
3702658244;1497063;2024;ИВАНОВСКАЯ;69.20;12300;52012249
1001248060;3800591;2022;КАРЕЛИЯ;73.11;12300;44358326
1001248060;3800591;2023;КАРЕЛИЯ;73.11;12300;47721333
1001248060;3800591;2024;КАРЕЛИЯ;73.11;12300;50632179
7415102073;10908177;2022;ЧЕЛЯБИНСКАЯ;45.31.1;12300;45138919
7415102073;10908177;2023;ЧЕЛЯБИНСКАЯ;45.31.1;12300;48255703
7415102073;10908177;2024;ЧЕЛЯБИНСКАЯ;45.31.1;12300;51576330
4501000094;6856114;2022;КУРГАНСКАЯ;68.20.2;12267;46436692
4501000094;6856114;2023;КУРГАНСКАЯ;68.20.2;12267;49726716
4501000094;6856114;2024;КУРГАНСКАЯ;68.20.2;12267;52154136
4632215209;9741376;2022;КУРСКАЯ;47.54;12300;46225667
4632215209;9741376;2023;КУРСКАЯ;47.54;12300;47914940
4632215209;9741376;2024;КУРСКАЯ;47.54;12300;52634463
9107003402;8984146;2022;КРЫМ;49.31.2;12300;45267705
9107003402;8984146;2023;КРЫМ;49.31.2;12300;47937419
9107003402;8984146;2024;КРЫМ;49.31.2;12300;52485206
7813594890;8764292;2022;САНКТ-ПЕТЕРБУРГ;93.29;12300;46118106
7813594890;8764292;2023;САНКТ-ПЕТЕРБУРГ;93.29;12300;49255094
7813594890;8764292;2024;САНКТ-ПЕТЕРБУРГ;93.29;12300;52089307
6944009396;10806479;2022;ТВЕРСКАЯ;45.20.2;12300;46083712
6944009396;10806479;2023;ТВЕРСКАЯ;45.20.2;12300;49438270
6944009396;10806479;2024;ТВЕРСКАЯ;45.20.2;12300;52632223
5507284768;11654833;2022;ОМСКАЯ;01.11.1;12300;46156264
5507284768;11654833;2023;ОМСКАЯ;01.11.1;12300;48779584
5507284768;11654833;2024;ОМСКАЯ;01.11.1;12300;50644717
1435338238;10886849;2022;МОСКВА;56.29.2;12300;45955923
1435338238;10886849;2023;МОСКВА;56.29.2;12300;49373393
1435338238;10886849;2024;МОСКВА;56.29.2;12300;52747109
6432027346;11936193;2022;САРАТОВСКАЯ;41.20;12300;45893625
6432027346;11936193;2023;САРАТОВСКАЯ;41.20;12300;48548693
6432027346;11936193;2024;САРАТОВСКАЯ;41.20;12300;50295767
0274968918;11694005;2022;БАШКОРТОСТАН;56.10;12300;45505856
