company_id,inn,okved2,okopf_id,period,scale,revenue_t,revenue_t_1,net_profit_t,net_profit_t_1,inventory_t,inventory_t_1,payables_t,payables_t_1,equity_t,equity_t_1,debt_t,debt_t_1,region,okved_section,margin,debt_ratio,inv_turnover,growth_rev
5521700,2461023620,46,12300,2023,1000,3723000.0,6869000.0,255000.0,55000.0,0.0,0.0,,,3895000.0,3061000.0,630000.0,2177000.0,КРАСНОЯРСКИЙ,G,0.0684931506849315,0.16174582798459564,,-0.457999708836803
5521700,2461023620,46,12300,2024,1000,384000.0,3723000.0,-292000.0,255000.0,0.0,0.0,,,3603000.0,3895000.0,630000.0,630000.0,КРАСНОЯРСКИЙ,G,-0.7604166666666666,0.17485428809325562,,-0.8968573730862208
7973312,5321163013,43,12300,2022,1000,1903000.0,2317000.0,378000.0,422000.0,562000.0,562000.0,89000.0,89000.0,2169000.0,2169000.0,,,НОВГОРОДСКАЯ,F,0.19863373620599054,,3.386120996441281,-0.17867932671558048
7973312,5321163013,43,12300,2023,1000,3849000.0,1903000.0,1051000.0,378000.0,503000.0,562000.0,66000.0,89000.0,3220000.0,2169000.0,,,НОВГОРОДСКАЯ,F,0.2730579371265264,,7.652087475149106,1.0225959012086179
7973312,5321163013,43,12300,2024,1000,2676000.0,3849000.0,279000.0,1051000.0,489000.0,503000.0,50000.0,66000.0,3499000.0,3220000.0,,,НОВГОРОДСКАЯ,F,0.10426008968609865,,5.47239263803681,-0.3047544816835542
3750024,1515908229,73,12300,2022,1000,4745000.0,4020000.0,-6684000.0,-7837000.0,3020000.0,3020000.0,541000.0,1208000.0,9102000.0,15786000.0,,,СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ,M,-1.4086406743940991,,1.5711920529801324,0.18034825870646767
3750024,1515908229,73,12300,2023,1000,3889000.0,4745000.0,-1095000.0,-6684000.0,3020000.0,3020000.0,1238000.0,551000.0,8007000.0,9092000.0,,,СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ,M,-0.28156338390331703,,1.2877483443708608,-0.1804004214963119
3750024,1515908229,73,12300,2024,1000,5646000.0,3889000.0,-787000.0,-1095000.0,3020000.0,3020000.0,860000.0,1238000.0,7781000.0,8007000.0,,,СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ,M,-0.1393907190931633,,1.8695364238410597,0.4517870917973772
6353970,2315129611,46,12300,2022,1000,49375000.0,17439000.0,1039000.0,99000.0,10734000.0,1000.0,30632000.0,9752000.0,1235000.0,196000.0,8805000.0,6305000.0,КРАСНОДАРСКИЙ,G,0.021043037974683543,7.129554655870446,4.599869573318427,1.831297666150582
6353970,2315129611,46,12300,2023,1000,1312733000.0,49375000.0,11788000.0,1039000.0,54742000.0,10734000.0,246170000.0,30632000.0,13023000.0,1235000.0,0,8805000.0,КРАСНОДАРСКИЙ,G,0.00897973921581921,0.0,23.980362427386652,25.58699746835443
6353970,2315129611,46,12300,2024,1000,3044584000.0,1312733000.0,25822000.0,11817000.0,94121000.0,48361000.0,210019000.0,250168000.0,38874000.0,13052000.0,25158000.0,,КРАСНОДАРСКИЙ,G,0.008481290054733257,0.6471677728044452,32.347552618437966,1.3192713217386933
2853986,0276132163,46,12300,2024,1000,259000.0,,13000.0,,0.0,50000.0,55000.0,97000.0,13000.0,7000.0,0,7000.0,БАШКОРТОСТАН,G,0.05019305019305019,0.0,,
3190537,0403004720,93,12300,2022,1000,1469000.0,1406000.0,190000.0,182000.0,200000.0,192000.0,,,200000.0,192000.0,,,АЛТАЙ,R,0.12933968686181074,,7.345,0.04480796586059744
3190537,0403004720,93,12300,2023,1000,1555000.0,1469000.0,209000.0,190000.0,219000.0,200000.0,,,219000.0,200000.0,,,АЛТАЙ,R,0.13440514469453377,,7.100456621004566,0.05854322668481961
3190537,0403004720,01,12300,2024,1000,1901000.0,1555000.0,255000.0,209000.0,265000.0,219000.0,,,265000.0,219000.0,,,АЛТАЙ,A,0.13413992635455024,,7.173584905660378,0.222508038585209
5157365,1105020535,69,12300,2022,1000,923000.0,,61000.0,,,,1966000.0,2034000.0,-1919000.0,-1980000.0,,,КОМИ,M,0.06608884073672806,,,
5157365,1105020535,69,12300,2024,1000,899000.0,889000.0,1000.0,,,,1993000.0,1993000.0,-1918000.0,-1919000.0,,,КОМИ,M,0.0011123470522803114,,,0.01124859392575928
159817,1208004888,42,12300,2022,1000,5078000.0,21699000.0,597000.0,311000.0,15140000.0,14838000.0,12340000.0,21434000.0,1010000.0,1360000.0,10891000.0,9597000.0,МАРИЙ ЭЛ,F,0.11756597085466719,10.783168316831683,0.3354029062087186,-0.7659799990782985
159817,1208004888,42,12300,2023,1000,1054000.0,5078000.0,-9749000.0,597000.0,7450000.0,15140000.0,4568000.0,12340000.0,511000.0,1010000.0,8447000.0,10891000.0,МАРИЙ ЭЛ,F,-9.249525616698293,16.53033268101761,0.1414765100671141,-0.7924379677038204
159817,1208004888,42,12300,2024,1000,819000.0,1054000.0,-7634000.0,-9749000.0,9000.0,7450000.0,2243000.0,4569000.0,511000.0,511000.0,8447000.0,8447000.0,МАРИЙ ЭЛ,F,-9.321123321123322,16.53033268101761,91.0,-0.22296015180265655
5853865,5035016346,25,10000,2022,1000,37209000.0,28331000.0,3190000.0,2440000.0,1360000.0,3217000.0,5183000.0,7395000.0,3490000.0,300000.0,,,МОСКОВСКАЯ,C,0.0857319465720659,,27.35955882352941,0.31336698316331935
5853865,5035016346,25,10000,2023,1000,39451000.0,37209000.0,3367000.0,3190000.0,1263000.0,1360000.0,2249000.0,5183000.0,6891000.0,3490000.0,,,МОСКОВСКАЯ,C,0.0853463790524955,,31.23594615993666,0.06025423956569647
5853865,5035016346,25,10000,2024,1000,50448000.0,39451000.0,637000.0,3142000.0,1263000.0,1360000.0,1756000.0,5183000.0,6674000.0,3490000.0,,,МОСКОВСКАЯ,C,0.01262686330478909,,39.942992874109265,0.27875085549162254
11334557,5448952876,53,12300,2022,1000,16183000.0,7642000.0,1597000.0,1163000.0,,,297000.0,150000.0,2968000.0,1371000.0,,,НОВОСИБИРСКАЯ,H,0.09868380399184329,,,1.117639361423711
11334557,5448952876,53,12300,2023,1000,24906000.0,16183000.0,2154000.0,1597000.0,,,481000.0,297000.0,5122000.0,2968000.0,,,НОВОСИБИРСКАЯ,H,0.08648518429294146,,,0.5390224309460545
11334557,5448952876,53,12300,2024,1000,28123000.0,24906000.0,2674000.0,2154000.0,,,352000.0,481000.0,7806000.0,5122000.0,,,НОВОСИБИРСКАЯ,H,0.09508231696476194,,,0.12916566289247572
466296,2902073177,93,12300,2022,1000,867000.0,280000.0,141000.0,-139000.0,493000.0,173000.0,528000.0,323000.0,993000.0,847000.0,0,100000.0,АРХАНГЕЛЬСКАЯ,R,0.16262975778546712,0.0,1.7586206896551724,2.0964285714285715
466296,2902073177,93,12300,2023,1000,568000.0,867000.0,116000.0,329000.0,698000.0,493000.0,569000.0,340000.0,1298000.0,1182000.0,0,,АРХАНГЕЛЬСКАЯ,R,0.20422535211267606,0.0,0.8137535816618912,-0.34486735870818913
466296,2902073177,93,12300,2024,1000,640000.0,568000.0,198000.0,116000.0,267000.0,698000.0,196000.0,569000.0,1141000.0,1298000.0,,,АРХАНГЕЛЬСКАЯ,R,0.309375,,2.397003745318352,0.1267605633802817
7835892,3804050053,49,12300,2022,1000,51558000.0,10308000.0,758000.0,1126000.0,,,15197000.0,11280000.0,430000.0,77000.0,1862000.0,4134000.0,ИРКУТСКАЯ,H,0.014701889134566895,4.330232558139535,,4.00174621653085
7835892,3804050053,49,12300,2023,1000,29881000.0,51558000.0,45000.0,758000.0,,,16438000.0,15197000.0,7199000.0,430000.0,2272000.0,1862000.0,ИРКУТСКАЯ,H,0.0015059736956594492,0.31559938880400057,,-0.42043911711082665
7835892,3804050053,49,12300,2024,1000,38815000.0,29881000.0,62000.0,45000.0,,,6880000.0,16438000.0,36360000.0,7199000.0,3370000.0,2272000.0,ИРКУТСКАЯ,H,0.0015973206234703079,0.09268426842684269,,0.2989859777115893
4987641,7723583269,72,12300,2022,1000,20061000.0,16833000.0,7135000.0,5947000.0,,,384000.0,239000.0,3176000.0,5690000.0,,,МОСКВА,M,0.3556652210757191,,,0.1917661735875958
4987641,7723583269,72,12300,2023,1000,8534000.0,21722000.0,3605000.0,8796000.0,,,54000.0,384000.0,1176000.0,4836000.0,,,МОСКВА,M,0.4224279353175533,,,-0.6071264156155051
4987641,7723583269,72,12300,2024,1000,781000.0,8534000.0,-371000.0,3605000.0,,,83000.0,54000.0,229000.0,1176000.0,,,МОСКВА,M,-0.47503201024327785,,,-0.9084837122099836
10960830,7703472786,46,12300,2022,1000,3172000.0,1086139000.0,-10017000.0,11234000.0,345000.0,752000.0,13686000.0,49804000.0,5181000.0,13530000.0,39336000.0,26500000.0,МОСКВА,G,-3.1579445145018914,7.592356687898089,9.194202898550724,-0.9970795634812856
2289609,6230076037,45,12300,2022,1000,46423000.0,52847000.0,420000.0,260000.0,1048000.0,1285000.0,22745000.0,17688000.0,1975000.0,1555000.0,,,РЯЗАНСКАЯ,G,0.009047239514895633,,44.29675572519084,-0.12155846121823377
2289609,6230076037,45,12300,2023,1000,48011000.0,46423000.0,226000.0,420000.0,1204000.0,1048000.0,24539000.0,22745000.0,2200000.0,1975000.0,,,РЯЗАНСКАЯ,G,0.004707254587490366,,39.87624584717608,0.03420718178489111
2289609,6230076037,45,12300,2024,1000,49875000.0,48011000.0,217000.0,226000.0,865000.0,1204000.0,25983000.0,24539000.0,446000.0,2200000.0,,,РЯЗАНСКАЯ,G,0.004350877192982456,,57.65895953757225,0.038824436066734705
1553296,3254511734,68,12300,2022,1000,74000.0,79000.0,-145000.0,-281000.0,12000.0,12000.0,60000.0,47000.0,-2729000.0,-2584000.0,2756000.0,2604000.0,БРЯНСКАЯ,L,-1.9594594594594594,-1.0098937339684866,6.166666666666667,-0.06329113924050633
8955246,1513051612,69,12300,2022,1000,1533000.0,2181000.0,-36000.0,-22000.0,,,7000.0,4000.0,-7000.0,29000.0,5000.0,5000.0,СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ,M,-0.023483365949119372,-0.7142857142857143,,-0.297111416781293
8955246,1513051612,69,12300,2023,1000,2554000.0,1533000.0,-11000.0,-36000.0,,,21000.0,7000.0,-17000.0,-7000.0,0,5000.0,СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ,M,-0.004306969459671104,-0.0,,0.6660143509458578
8955246,1513051612,69,12300,2024,1000,2631000.0,2554000.0,-15000.0,-11000.0,,,34000.0,21000.0,-32000.0,-17000.0,0,,СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ,M,-0.005701254275940707,-0.0,,0.030148786217697728
2048558,7017217734,43,12300,2022,1000,4855000.0,6156000.0,3286000.0,486000.0,696000.0,,1634000.0,457000.0,5795000.0,2512000.0,5560000.0,4476000.0,ТОМСКАЯ,F,0.6768280123583934,0.9594477998274374,6.975574712643678,-0.2113385315139701
2048558,7017217734,43,12300,2023,1000,6207000.0,4855000.0,1299000.0,3286000.0,153000.0,696000.0,1276000.0,1635000.0,2025000.0,5795000.0,1887000.0,5560000.0,ТОМСКАЯ,F,0.20927984533591107,0.9318518518518518,40.568627450980394,0.278475798146241
2048558,7017217734,43,12300,2024,1000,4234000.0,6207000.0,2556000.0,1299000.0,443000.0,153000.0,807000.0,1276000.0,4581000.0,2025000.0,349000.0,1887000.0,ТОМСКАЯ,F,0.6036844591402929,0.07618423924907225,9.557562076749436,-0.31786692444014825
1088246,6164273093,69,12300,2022,1000,4875000.0,3725000.0,406000.0,359000.0,685000.0,685000.0,95000.0,95000.0,3148000.0,3662000.0,,,РОСТОВСКАЯ,M,0.08328205128205128,,7.116788321167883,0.3087248322147651
1088246,6164273093,69,12300,2023,1000,5840000.0,4875000.0,431000.0,406000.0,685000.0,685000.0,125000.0,95000.0,2544000.0,3148000.0,,,РОСТОВСКАЯ,M,0.0738013698630137,,8.525547445255475,0.19794871794871796
1088246,6164273093,69,12300,2024,1000,5999000.0,5840000.0,297000.0,431000.0,685000.0,685000.0,122000.0,125000.0,2841000.0,2544000.0,,,РОСТОВСКАЯ,M,0.049508251375229205,,8.757664233576643,0.027226027397260273
1232733,7838304360,25,12300,2022,1000,212685000.0,87673000.0,4477000.0,123000.0,76767000.0,47451000.0,193500000.0,79845000.0,9767000.0,6091000.0,,,САНКТ-ПЕТЕРБУРГ,C,0.02104990949056116,,2.770526398061667,1.4258893844170955
1232733,7838304360,25,12300,2023,1000,235473000.0,212685000.0,16619000.0,4477000.0,141979000.0,76767000.0,228724000.0,193500000.0,21344000.0,9767000.0,,,САНКТ-ПЕТЕРБУРГ,C,0.07057709376446557,,1.6585058353700195,0.10714436843218844
1232733,7838304360,25,12300,2024,1000,429350000.0,235473000.0,31308000.0,16619000.0,51401000.0,141979000.0,125929000.0,228724000.0,45651000.0,21344000.0,,,САНКТ-ПЕТЕРБУРГ,C,0.07291952952136951,,8.352950331705609,0.8233512971763217
11516640,3329099246,62,12300,2022,1000,6866000.0,3977000.0,969000.0,133000.0,,,483000.0,257000.0,1112000.0,143000.0,566000.0,41000.0,ВЛАДИМИРСКАЯ,J,0.14113020681619576,0.5089928057553957,,0.7264269549911994
11516640,3329099246,62,12300,2023,1000,21321000.0,6866000.0,18000.0,968000.0,15000.0,,904000.0,483000.0,1129000.0,1112000.0,683000.0,566000.0,ВЛАДИМИРСКАЯ,J,0.0008442380751371887,0.6049601417183348,1421.4,2.1053014855811245
11516640,3329099246,62,12300,2024,1000,39671000.0,21321000.0,257000.0,18000.0,15000.0,15000.0,2075000.0,904000.0,1385000.0,1129000.0,845000.0,683000.0,ВЛАДИМИРСКАЯ,J,0.0064782838849537444,0.6101083032490975,2644.733333333333,0.8606538154870784
890734,7704804201,68,12300,2022,1000,37527000.0,25892000.0,16832000.0,9095000.0,91000.0,91000.0,905000.0,4437000.0,29426000.0,12594000.0,,,МОСКВА,L,0.44853039145148826,,412.38461538461536,0.44936659972192183
890734,7704804201,68,12300,2023,1000,70562000.0,37527000.0,60801000.0,16832000.0,293000.0,91000.0,1829000.0,905000.0,41760000.0,29426000.0,,,МОСКВА,L,0.8616677531815992,,240.8259385665529,0.8802995176806033
890734,7704804201,68,12300,2024,1000,111052000.0,70562000.0,88126000.0,60801000.0,363000.0,293000.0,3611000.0,1829000.0,37243000.0,41760000.0,,,МОСКВА,L,0.793556171883442,,305.92837465564736,0.5738216036960404
11506766,6949114620,45,12300,2022,1000,182059000.0,188131000.0,123000.0,3146000.0,113894000.0,55060000.0,333331000.0,124964000.0,3269000.0,-631000.0,115444000.0,50560000.0,ТВЕРСКАЯ,G,0.0006756051609643028,35.314775160599574,1.5984950919275818,-0.03227538257916027
11506766,6949114620,45,12300,2023,1000,205240000.0,182059000.0,-7189000.0,123000.0,208512000.0,113894000.0,79708000.0,333331000.0,-3920000.0,3269000.0,185433000.0,115444000.0,ТВЕРСКАЯ,G,-0.03502728512960437,-47.30433673469388,0.9843078575813382,0.12732685557978457
11506766,6949114620,45,12300,2024,1000,233052000.0,205240000.0,5687000.0,-7189000.0,205791000.0,208512000.0,38667000.0,79707000.0,1767000.0,-3920000.0,194410000.0,185433000.0,ТВЕРСКАЯ,G,0.02440227931963682,110.02263723825693,1.132469349971573,0.13550964724225298
9025711,2464116640,41,12300,2022,1000,328525000.0,451567000.0,26918000.0,5221000.0,44439000.0,32743000.0,85581000.0,135125000.0,134426000.0,107508000.0,209000.0,7637000.0,КРАСНОЯРСКИЙ,F,0.08193592572863556,0.0015547587520271377,7.392718107968226,-0.27247783828313404
9025711,2464116640,41,12300,2023,1000,516631000.0,328525000.0,9488000.0,26918000.0,25288000.0,44439000.0,163605000.0,85581000.0,176697000.0,134426000.0,57850000.0,209000.0,КРАСНОЯРСКИЙ,F,0.018365138754739843,0.3273966168073029,20.429887693767796,0.5725774294193745
9025711,2464116640,41,12300,2024,1000,248561000.0,134617000.0,4677000.0,9493000.0,48665000.0,25288000.0,214037000.0,163605000.0,181374000.0,176697000.0,165064000.0,57850000.0,КРАСНОЯРСКИЙ,F,0.018816306661141532,0.9100753139920826,5.1075927257782805,0.8464309856853146
11764181,4633041925,22,12300,2022,1000,7060000.0,,567000.0,,52000.0,,793000.0,,577000.0,,56000.0,,КУРСКАЯ,C,0.08031161473087818,0.09705372616984402,135.76923076923077,
11764181,4633041925,22,12300,2023,1000,17019000.0,7060000.0,680000.0,531000.0,540000.0,7000.0,1601000.0,784000.0,1220000.0,541000.0,56000.0,56000.0,КУРСКАЯ,C,0.039955344027263646,0.04590163934426229,31.516666666666666,1.4106232294617564
11764181,4633041925,22,12300,2024,1000,20920000.0,17019000.0,1341000.0,680000.0,1035000.0,540000.0,1270000.0,1602000.0,2561000.0,1220000.0,56000.0,56000.0,КУРСКАЯ,C,0.06410133843212237,0.021866458414681766,20.21256038647343,0.22921440742699337
11444275,1435356131,71,12300,2022,1000,198000.0,,11000.0,,,,57000.0,,11000.0,0.0,,,САХА /ЯКУТИЯ/,M,0.05555555555555555,,,
11444275,1435356131,71,12300,2023,1000,14632000.0,198000.0,373000.0,11000.0,,,5353000.0,57000.0,383000.0,11000.0,2774000.0,,САХА /ЯКУТИЯ/,M,0.02549207217058502,7.242819843342037,,72.8989898989899
11444275,1435356131,71,12300,2024,1000,11112000.0,14632000.0,-4898000.0,373000.0,7000.0,,5617000.0,5343000.0,-4577000.0,393000.0,1065000.0,2774000.0,САХА /ЯКУТИЯ/,M,-0.4407847372210223,-0.23268516495521083,1587.4285714285713,-0.2405686167304538
10949645,3305799591,69,12300,2022,1000,1404000.0,1483000.0,29000.0,33000.0,,,97000.0,76000.0,90000.0,61000.0,,,ВЛАДИМИРСКАЯ,M,0.020655270655270654,,,-0.053270397842211735
10949645,3305799591,69,12300,2023,1000,1880000.0,1404000.0,46000.0,29000.0,,,41000.0,97000.0,136000.0,90000.0,,,ВЛАДИМИРСКАЯ,M,0.02446808510638298,,,0.33903133903133903
10949645,3305799591,69,12300,2024,1000,5620000.0,1880000.0,421000.0,46000.0,,,84000.0,41000.0,557000.0,136000.0,,,ВЛАДИМИРСКАЯ,M,0.07491103202846976,,,1.9893617021276595
11840698,5904401164,42,12300,2022,1000,271000.0,,253000.0,,,,3000.0,,263000.0,,11000.0,,ПЕРМСКИЙ,F,0.933579335793358,0.04182509505703422,,
11840698,5904401164,42,12300,2023,1000,2383000.0,271000.0,1916000.0,253000.0,813000.0,,416000.0,3000.0,2180000.0,263000.0,11000.0,11000.0,ПЕРМСКИЙ,F,0.8040285354595048,0.005045871559633028,2.931119311193112,7.793357933579336
11840698,5904401164,42,12300,2024,1000,541000.0,2383000.0,158000.0,1916000.0,2007000.0,813000.0,3165000.0,416000.0,2338000.0,2180000.0,11000.0,11000.0,ПЕРМСКИЙ,F,0.2920517560073937,0.004704875962360992,0.26955655206776286,-0.7729752412924885
9768767,2901277925,47,12300,2022,1000,74777000.0,70642000.0,2242000.0,1687000.0,4996000.0,2711000.0,587000.0,659000.0,15925000.0,13383000.0,0,,АРХАНГЕЛЬСКАЯ,G,0.02998248124423285,0.0,14.967373899119295,0.0585345828260808
9768767,2901277925,47,12300,2023,1000,78574000.0,74777000.0,64000.0,2242000.0,3838000.0,4996000.0,707000.0,587000.0,13332000.0,15925000.0,,,АРХАНГЕЛЬСКАЯ,G,0.0008145187975666251,,20.47264200104221,0.050777645532717276
9768767,2901277925,47,12300,2024,1000,48351000.0,78574000.0,-2904000.0,64000.0,0.0,3838000.0,51000.0,707000.0,10428000.0,13332000.0,,,АРХАНГЕЛЬСКАЯ,G,-0.060060805360799156,,,-0.38464377529462673
11367159,1831199203,56,12300,2022,1000,67378000.0,27914000.0,15880000.0,-96000.0,1581000.0,904000.0,2027000.0,1444000.0,12580000.0,-3300000.0,4230000.0,8146000.0,УДМУРТСКАЯ,I,0.23568523850515005,0.33624801271860094,42.61733080328906,1.413770867664971
11367159,1831199203,56,12300,2023,1000,89324000.0,67378000.0,8038000.0,15880000.0,2232000.0,1581000.0,4106000.0,2027000.0,20619000.0,12580000.0,9141000.0,4230000.0,УДМУРТСКАЯ,I,0.0899870135685818,0.44332896842717884,40.01971326164875,0.3257146249517647
11367159,1831199203,56,12300,2024,1000,145121000.0,89324000.0,25300000.0,8038000.0,12739000.0,2232000.0,9030000.0,4106000.0,46321000.0,20619000.0,5663000.0,9141000.0,УДМУРТСКАЯ,I,0.1743372771687075,0.12225556443081971,11.391867493523824,0.6246585464152972
10762223,6449091371,46,12300,2022,1000,324955000.0,356063000.0,21203000.0,-4657000.0,7141000.0,8577000.0,2399000.0,15300000.0,45208000.0,24005000.0,2506000.0,2506000.0,САРАТОВСКАЯ,G,0.06524903448169747,0.055432666784639886,45.505531438173925,-0.08736656153545862
10762223,6449091371,46,12300,2023,1000,326570000.0,324955000.0,8862000.0,21203000.0,4097000.0,7141000.0,1388000.0,2399000.0,54070000.0,45208000.0,2506000.0,2506000.0,САРАТОВСКАЯ,G,0.02713660164742628,0.04634732753837618,79.70954356846472,0.004969918911849333
10762223,6449091371,46,12300,2024,1000,272473000.0,326570000.0,7818000.0,8862000.0,13496000.0,4097000.0,14801000.0,1388000.0,61888000.0,54070000.0,2506000.0,2506000.0,САРАТОВСКАЯ,G,0.02869275120837661,0.04049250258531541,20.18916716064019,-0.1656520807177634
11436980,0573014701,25,12300,2022,1000,520000.0,2014000.0,-33000.0,12000.0,32000.0,75000.0,0.0,566000.0,-12000.0,22000.0,100000.0,100000.0,ДАГЕСТАН,C,-0.06346153846153846,-8.333333333333334,16.25,-0.7418073485600795
6164689,7416073072,56,12300,2022,1000,5014000.0,3791000.0,387000.0,-253000.0,530000.0,426000.0,0.0,54000.0,820000.0,453000.0,,,ЧЕЛЯБИНСКАЯ,I,0.07718388512165936,,9.460377358490566,0.3226061725138486
6164689,7416073072,56,12300,2023,1000,5907000.0,5014000.0,-79000.0,387000.0,493000.0,530000.0,43000.0,,761000.0,820000.0,,,ЧЕЛЯБИНСКАЯ,I,-0.013373963094633486,,11.981744421906694,0.1781013163143199
6164689,7416073072,56,12300,2024,1000,6582000.0,5907000.0,200000.0,-79000.0,513000.0,493000.0,5000.0,43000.0,962000.0,761000.0,,,ЧЕЛЯБИНСКАЯ,I,0.030385900941962928,,12.830409356725147,0.11427120365667852
11113421,1838023142,68,12300,2022,1000,8624000.0,7234000.0,194000.0,75000.0,156000.0,32000.0,3149000.0,1413000.0,2214000.0,2019000.0,,,УДМУРТСКАЯ,L,0.022495361781076067,,55.282051282051285,0.19214818910699474
11113421,1838023142,68,12300,2023,1000,7121000.0,8624000.0,-288000.0,194000.0,123000.0,156000.0,4080000.0,3149000.0,1926000.0,2214000.0,,,УДМУРТСКАЯ,L,-0.04044375789917146,,57.89430894308943,-0.17428107606679036
11113421,1838023142,68,12300,2024,1000,9931000.0,7121000.0,893000.0,-288000.0,87000.0,123000.0,9263000.0,4080000.0,2820000.0,1926000.0,,,УДМУРТСКАЯ,L,0.08992045111267748,,114.14942528735632,0.39460749894677716
8143971,2312208086,35,12300,2022,1000,84467000.0,87853000.0,-8982000.0,-8144000.0,2224000.0,1176000.0,46348000.0,47255000.0,-16547000.0,-7545000.0,17257000.0,7308000.0,КРАСНОДАРСКИЙ,D,-0.10633738619816023,-1.042908080014504,37.97976618705036,-0.03854165480973899
8143971,2312208086,35,12300,2023,1000,90499000.0,84467000.0,-9899000.0,-8987000.0,1268000.0,2224000.0,25770000.0,46348000.0,-25825000.0,-16547000.0,31103000.0,17257000.0,КРАСНОДАРСКИЙ,D,-0.10938242411518359,-1.2043756050338819,71.37145110410094,0.07141250429161684
8143971,2312208086,35,12300,2024,1000,93425000.0,90499000.0,-8440000.0,-9899000.0,1284000.0,1268000.0,5068000.0,25770000.0,-34238000.0,-25825000.0,76577000.0,31103000.0,КРАСНОДАРСКИЙ,D,-0.09033984479529034,-2.2366084467550675,72.76090342679127,0.03233184897070686
3919472,0721017233,25,12300,2022,1000,35057000.0,417000.0,10041000.0,57000.0,7527000.0,814000.0,4065000.0,0.0,9167000.0,68000.0,0,780000.0,КАБАРДИНО-БАЛКАРСКАЯ,C,0.28641926006218443,0.0,4.657499667862362,83.06954436450839
3919472,0721017233,25,12300,2023,1000,80000.0,416000.0,-26000.0,56000.0,8916000.0,814000.0,100000.0,,0.0,68000.0,8790000.0,780000.0,КАБАРДИНО-БАЛКАРСКАЯ,C,-0.325,,0.008972633467922835,-0.8076923076923077
11041711,6950229907,93,12300,2024,1000,205000.0,,75000.0,,,,13000.0,1000.0,84000.0,9000.0,39000.0,,ТВЕРСКАЯ,R,0.36585365853658536,0.4642857142857143,,
10996948,5403049400,43,12300,2022,1000,199567000.0,2424000.0,36946000.0,-1013000.0,2959000.0,659000.0,39523000.0,4419000.0,36615000.0,-331000.0,,,НОВОСИБИРСКАЯ,F,0.18513080819975247,,67.44406894221021,81.32962046204621
10996948,5403049400,43,12300,2023,1000,172425000.0,199567000.0,-2000.0,36946000.0,2260000.0,2959000.0,58632000.0,39523000.0,36613000.0,36615000.0,5719000.0,,НОВОСИБИРСКАЯ,F,-1.1599246049006814e-05,0.15620134924753504,76.29424778761062,-0.13600444963345643
10996948,5403049400,43,12300,2024,1000,166002000.0,172425000.0,1254000.0,-2000.0,1892000.0,2260000.0,64857000.0,58632000.0,37867000.0,36613000.0,5422000.0,5719000.0,НОВОСИБИРСКАЯ,F,0.0075541258539053744,0.14318535928380913,87.73890063424948,-0.03725097868638538
128628,1101010536,42,19000,2022,1000,49695000.0,45615000.0,738000.0,2308000.0,,,632000.0,2256000.0,16958000.0,19277000.0,,,КОМИ,F,0.01485058859040145,,,0.08944426175600131
128628,1101010536,42,19000,2023,1000,66217000.0,49695000.0,5131000.0,738000.0,,,1779000.0,632000.0,21386000.0,16958000.0,,,КОМИ,F,0.07748765422776628,,,0.3324680551363316
128628,1101010536,42,19000,2024,1000,75946000.0,,5880000.0,,,,2078000.0,,25036000.0,,,,КОМИ,F,0.07742343243883812,,,
5268967,0706004790,01,12300,2022,1000,22068000.0,8417000.0,11584000.0,17208000.0,8187000.0,8703000.0,1795000.0,466000.0,43287000.0,31703000.0,5870000.0,23005000.0,КАБАРДИНО-БАЛКАРСКАЯ,A,0.5249229653797354,0.1356065331392797,2.695492854525467,1.62183675894024
5268967,0706004790,01,12300,2023,1000,42746000.0,22068000.0,33112000.0,11584000.0,16874000.0,8187000.0,472000.0,1795000.0,76399000.0,43287000.0,800000.0,5870000.0,КАБАРДИНО-БАЛКАРСКАЯ,A,0.7746221868712863,0.010471341247922093,2.533246414602347,0.9370128693130324
5268967,0706004790,01,12300,2024,1000,25245000.0,42746000.0,15499000.0,33112000.0,17268000.0,16874000.0,155000.0,472000.0,91898000.0,76399000.0,800000.0,800000.0,КАБАРДИНО-БАЛКАРСКАЯ,A,0.6139433551198257,0.008705303706283052,1.461952744961779,-0.4094184251158003
9595359,1410007883,69,12300,2022,1000,646000.0,464000.0,-203000.0,-31000.0,,,,,82000.0,285000.0,,,САХА (ЯКУТИЯ),M,-0.3142414860681115,,,0.3922413793103448
9595359,1410007883,69,12300,2023,1000,735000.0,646000.0,-61000.0,-203000.0,,,,,21000.0,82000.0,,,САХА (ЯКУТИЯ),M,-0.08299319727891157,,,0.13777089783281735
9595359,1410007883,69,12300,2024,1000,900000.0,735000.0,43000.0,-61000.0,,,,,64000.0,21000.0,,,САХА (ЯКУТИЯ),M,0.04777777777777778,,,0.22448979591836735
3161383,5401302270,68,12300,2022,1000,2001000.0,1689000.0,-1874000.0,-9088000.0,,,631000.0,315000.0,-5206000.0,-3332000.0,17008000.0,15809000.0,НОВОСИБИРСКАЯ,L,-0.9365317341329336,-3.266999615827891,,0.1847246891651865
